"series","o","h","l","c","v"
"20240117T","214.86","215.67","212.01","215.55","103164400"
"20240118T","216.88","217.45","208.74","211.88","108595400"
"20240119T","209.99","213.19","207.56","212.19","102260300"
"20240122T","212.26","217.8","206.27","208.8","117952500"
"20240123T","211.3","215.65","207.7516","209.14","106605900"
"20240124T","211.88","212.73","206.77","207.83","123369900"
"20240125T","189.7","193.0","180.06","182.63","198076800"
"20240126T","185.5","186.78","182.1","183.25","107343200"
"20240129T","185.63","191.48","183.67","190.93","125013100"
"20240130T","195.33","196.3593","190.61","191.59","109982300"
"20240131T","186.995","193.97","185.8459","187.29","103221400"
"20240201T","188.5","189.88","184.28","188.86","91843280"
"20240202T","185.04","188.69","182.0","187.91","110612700"
"20240205T","184.26","184.68","175.01","181.06","134294400"
"20240206T","177.21","186.49","177.11","185.1","122676000"
"20240207T","188.18","189.79","182.68","187.58","111535200"
"20240208T","189.0","191.6171","185.58","189.56","83034040"
"20240209T","190.18","194.12","189.48","193.57","84476350"
"20240212T","192.11","194.73","187.28","188.13","95498600"
"20240213T","183.99","187.26","182.1087","184.02","86759480"
"20240214T","185.3","188.89","183.35","188.71","81202990"
"20240215T","189.16","200.88","188.8595","200.45","120831800"
"20240216T","202.06","203.17","197.4","199.95","111346700"
"20240220T","196.13","198.6","189.13","193.76","104545800"
"20240221T","193.36","199.44","191.95","194.77","103844000"
"20240222T","194.0","198.32","191.36","197.41","92739460"
"20240223T","195.31","197.57","191.5","191.97","78841920"
"20240226T","192.29","201.78","192.0","199.4","111747100"
"20240227T","204.04","205.6","198.26","199.73","108645400"
"20240228T","200.42","205.3","198.44","202.04","99806170"
"20240229T","204.18","205.28","198.4463","201.88","85906970"
"20240301T","200.52","204.52","198.5","202.64","82243120"
"20240304T","198.73","199.75","186.72","188.14","134334900"
"20240305T","183.05","184.59","177.57","180.74","119660800"
"20240306T","179.99","181.576","173.7","176.54","107920900"
"20240307T","174.35","180.04","173.7","178.65","102129000"
"20240308T","181.5","182.73","174.7","175.34","85544640"
"20240311T","175.445","182.87","174.8","177.77","85391530"
"20240312T","177.77","179.43","172.4101","177.54","87391680"
"20240313T","173.05","176.05","169.15","169.48","106524500"
"20240314T","167.77","171.17","160.51","162.5","126325700"
"20240315T","163.16","165.1845","160.76","163.57","97146830"
"20240318T","170.02","174.72","165.9","173.8","108214400"
"20240319T","172.36","172.82","167.42","171.32","77271430"
"20240320T","173.0","176.25","170.82","175.66","83846730"
"20240321T","176.39","178.18","171.8","172.82","73178010"
"20240322T","166.69","171.2","166.3","170.83","75580640"
"20240325T","168.76","175.24","168.73","172.63","74228620"
"20240326T","178.58","184.25","177.38","177.67","113186200"
"20240327T","181.41","181.91","176.0","179.83","81804040"
"20240328T","177.45","179.57","175.3","175.79","77654840"
"20240401T","176.17","176.75","170.21","175.22","81562130"
"20240402T","164.75","167.69","163.43","166.63","116650600"
"20240403T","164.02","168.82","163.28","168.38","82950140"
"20240404T","170.07","177.19","168.01","171.11","123162000"
"20240405T","169.08","170.86","160.51","164.9","143157600"
"20240408T","169.34","174.5","167.79","172.98","104423300"
"20240409T","172.91","179.22","171.92","176.88","103232700"
"20240410T","173.04","174.93","170.01","171.76","84532410"
"20240411T","172.55","175.88","168.51","174.6","94515990"
"20240412T","172.34","173.8099","170.3644","171.05","64722670"
"20240415T","170.24","170.69","161.38","161.48","100245300"
"20240416T","156.742","158.19","153.75","157.11","96999960"
"20240417T","157.64","158.33","153.78","155.45","82439720"
"20240418T","151.25","152.2","148.7","149.93","96098830"
"20240419T","148.97","150.94","146.22","147.05","87074500"
"20240422T","140.56","144.44","138.8025","142.05","107097600"
"20240423T","143.33","147.26","141.11","144.68","124545100"
"20240424T","162.84","167.97","157.51","162.13","181178000"
"20240425T","158.96","170.88","158.36","170.18","126427500"
"20240426T","168.85","172.12","166.37","168.29","109815700"
"20240429T","188.42","198.87","184.54","194.05","243869700"
"20240430T","186.98","190.95","182.8401","183.28","127031800"
"20240501T","182.0","185.86","179.01","179.99","92829720"
"20240502T","182.86","184.6","176.02","180.01","89148040"
"20240503T","182.1","184.78","178.42","181.19","75491540"
"20240506T","183.8","187.56","182.2","184.76","84390250"
"20240507T","182.4","183.26","177.4","177.81","75045850"
"20240508T","171.59","176.06","170.15","174.72","79969490"
"20240509T","175.01","175.62","171.37","171.97","65950290"
"20240510T","173.05","173.0599","167.75","168.47","72627180"
"20240513T","170.0","175.4","169.0","171.89","67018900"
"20240514T","174.496","179.49","174.07","177.55","86407420"
"20240515T","179.9","180.0","173.11","173.99","79662990"
"20240516T","174.1","175.79","171.43","174.84","59812220"
"20240517T","173.55","179.63","172.75","177.46","77445850"
"20240520T","177.56","177.754","173.52","174.95","61727430"
"20240521T","175.51","186.875","174.71","186.6","115266500"
"20240522T","182.85","183.8","178.12","180.11","88313480"
"20240523T","181.8","181.9","173.26","173.74","71975500"
"20240524T","174.835","180.08","173.73","179.24","65584480"
"20240528T","176.4","178.25","173.16","176.75","59736620"
"20240529T","174.19","178.15","173.93","176.19","54782650"
"20240530T","178.575","182.67","175.38","178.79","77784760"
"20240531T","178.5","180.32","173.82","178.08","67314600"
"20240603T","178.13","182.6389","174.49","176.29","68568920"
"20240604T","174.775","177.755","174.0","174.77","60056340"
"20240605T","175.35","176.15","172.13","175.0","57953760"
"20240606T","174.6","179.73","172.73","177.94","69887020"
"20240607T","176.13","179.35","175.58","177.48","56244930"
"20240610T","176.06","178.57","173.17","173.79","50869680"
"20240611T","173.92","174.75","167.41","170.66","64761930"
"20240612T","171.12","180.55","169.8","177.29","90389450"
"20240613T","188.39","191.08","181.23","182.47","118984100"
"20240614T","185.8","186.0","176.92","178.01","82038190"
"20240617T","177.92","188.81","177.0","187.44","109786100"
"20240618T","186.56","187.2","182.37","184.86","68982270"
"20240620T","184.68","185.21","179.66","181.57","55893140"
"20240621T","182.3","183.95","180.69","183.01","63029480"
"20240624T","184.97","188.8","182.55","182.58","61992070"
"20240625T","184.4","187.97","182.01","187.35","63678270"
"20240626T","186.54","197.755","186.36","196.37","95737070"
"20240627T","195.17","198.72","194.05","197.42","72746520"
"20240628T","199.55","203.2","195.26","197.88","95438070"
"20240701T","201.02","213.23","200.85","209.86","135691400"
"20240702T","218.89","231.3","218.06","231.26","205047900"
"20240703T","234.56","248.35","234.25","246.39","166561500"
"20240705T","249.81","252.37","242.4601","251.52","154501200"
"20240708T","247.71","259.439","244.57","252.94","157219600"
"20240709T","251.0","265.61","250.3","262.33","160742500"
"20240710T","262.8","267.59","257.86","263.26","128519400"
"20240711T","263.3","271.0","239.65","241.03","221707300"
"20240712T","235.8","251.84","233.0912","248.23","155955800"
"20240715T","255.97","265.6","251.73","252.64","146912900"
"20240716T","255.31","258.62","245.8001","256.56","126332500"
"20240717T","252.73","258.47","246.182","248.5","115584800"
"20240718T","251.09","257.14","247.2","249.23","110869000"
"20240719T","247.79","249.44","236.83","239.2","87403900"
"20240722T","244.21","253.21","243.75","251.51","101225400"
"20240723T","253.6","255.7594","245.63","246.38","111928200"
"20240724T","225.42","225.99","214.71","215.99","167942900"
"20240725T","216.8","226.0","216.231","220.25","100636500"
"20240726T","221.19","222.2799","215.33","219.8","94604150"
"20240729T","224.9","234.27","224.7","232.1","129201800"
"20240730T","232.25","232.41","220.0","222.62","100560300"
"20240731T","227.9","234.68","226.7875","232.07","67497010"
"20240801T","227.69","231.867","214.3328","216.86","83861900"
"20240802T","214.88","216.13","205.78","207.67","82880120"
"20240805T","185.22","203.8799","182.0","198.88","100308800"
"20240806T","200.75","202.9","192.67","200.64","73783940"
"20240807T","200.77","203.49","191.48","191.76","71159780"
"20240808T","195.7","200.7","192.04","198.84","65033870"
"20240809T","197.05","200.88","195.11","200.0","58648270"
"20240812T","199.02","199.26","194.67","197.49","64044900"
"20240813T","198.47","208.49","197.06","207.83","76247390"
"20240814T","207.39","208.44","198.75","201.38","70250010"
"20240815T","205.02","215.88","204.82","214.14","89848530"
"20240816T","211.15","219.8","210.8","216.12","88765120"
"20240819T","217.07","222.98","214.09","222.72","76435220"
"20240820T","224.88","228.22","219.56","221.1","74001180"
"20240821T","222.67","224.6594","218.86","223.27","70145960"
"20240822T","223.82","224.8","210.32","210.66","79514480"
"20240823T","214.455","221.48","214.21","220.32","81525210"
"20240826T","218.75","219.09","211.01","213.21","59301190"
"20240827T","213.25","215.66","206.94","209.21","62821390"
"20240828T","209.72","211.84","202.59","205.75","64116350"
"20240829T","209.8","214.89","205.97","206.28","62308820"
"20240830T","208.63","214.5701","207.03","214.11","63370610"
"20240903T","215.26","219.9043","209.64","210.6","76714220"
"20240904T","210.59","222.22","210.57","219.41","80651770"
"20240905T","223.49","235.0","222.25","230.17","119355000"
